path,text,label
./email/ok_training/hamtraining (266).txt,"﻿پروفسور جان هيك عزيز

با احترام و با بهترين آرزوها

ملاقات جناب آقاي بهمن‌پور و تقديم حضوري نسخه‌اي از رساله‌ي نقد پلوراليسم ديني، بهانه‌اي شد تا ضمن ابراز خرسندي به خاطر رابطه‌ي صميمانه‌ي علمي كه طي چند سال اخير بين بنده و شما برقرار بوده است، از جناب‌عالي درخواست كنم متن فوق را با حوصله و صرف وقت كافي، مطالعه و پاسخ مشبع و تفصيلي به آن بدهيد؛ من مطمئنم اين يك تجربه‌ي خوب در عرصه‌ي بحث انتقادي علمي درباره‌ي يك مسئله‌ي مهم فلسفي و ديني بين دو صاحب‌نظر مسيحي و مسلمان، قلمداد خواهد شد.

من با علاقه‌ي زياد در انتظار ملاحظه‌ي پاسخ‌هاي عالمانه‌ي شما به نقدهاي خود نسبت به نظريه‌ي ارزنده‌ي جناب‌عالي هستم.

علي‌اكبر رشاد",ham
./email/ok_training/hamtraining (142).txt,"﻿5/23, 12:25am
Faramarz Dehgan
عباس جان شما حق برادری را در مورد من تمام کردید . فکرش را هم نمیکردم که کتابم به دست معروفی عزیزم که از بچگی یکی از الگوهای نوشتنم بوده زیر چاپ بره . حالاخوشحالم . بی اندازه سپاسگزارم . این کتاب را همونطور که دیدی به مادرم تقدیم کردم و امیدوارم نتیجه ش هم خوب باشه . پیرزن خوشحال میشه . خدا کنه نتیجه کار جوری باشه که روم بشه زحمت کارهای بعدی را هم به شما بدم .
• August 1

2013/6/17 Faramarz Dehgan <faramarzdehgan@gmail.com>

سلام عباس جان
ببخشید که پررویی می کنم
گفته بودید کتاب زیر چاپه و قرار بود دو هفته پیش در بیاد اما خبری نشد .
ممنون می شم منو در جریان بذارید",ham
./email/ok_training/hamtraining (169).txt,"﻿با سلام
بررسی خواهد شد.
من شخصا  مطلب انتقادی از شما نخوانده ام.  پیغامی که در صفحه ثبت نام میدهد به این دلیل است که آدرس وبلاگ اشاره شده در لیست رزرو است که احیانا فردی آنرا دوباره ثبت نکند و باعث سو تفاهم نشود. در مواردی پیش آمده که وبلاگی قدیمی حذف شده و فرد دیگری آنرا ثبت کرده است.
وبلاگ اشاره شده غیرفعال یا مسدود نشده است که بخواهیم با فعال سازی آن مهر باطل بر شایعه ای بزنیم.
حتما به ایمیل رسمی سایت ایمیل بزنید تا همکاران من بررسی کند .مواردی مثل اینکه آیا پسورد خود را در اختیار فرد دیگری قرار داده اید یا ….
با احترام",ham
./email/ok_training/hamtraining (257).txt,"﻿امروز داشتم برنامه پروفسور مولانا رو می دیدم، نمیدونم چقدر می شناسیش، حدود 40 سال آمریکا زندگی کرده و رئیس یکی از دانشکده های یه دانشگاه تو نیویورک هست..

 

می گفت که چقدر اخبار و اطلاعات آمریکایی ها یک جانبه و خراب کارانه است.. ضمنا در مورد انتخابات دوره اول برادر بوش، می گفت اختلاف رأی دو کاندید 600 رأی بود ولی هیچ خبری و تخریبی نه از طرف کاندیدا و نه از طرف رسانه هاشون که امروز دارن خودشونو می کشن نبوده.. ضمنا تو انتخابات دوره بعد رسما یه کار غیرقانونی و غیرمتداول تو تاریخ آمریکا انجام شد و بازم هیچ خبری نشد..

 

حالا تو چی فکر می کنی؟؟ فکر می کنی این مشکلا فقط برای ما اتفاق می افته؟؟ نه، الان پروفسور می گفت تو روسیه و کشورای دیگه هم اتفاق می افته.. فقط نمیدونم چرا تو آمریکا(NCC) و انگلیس(BBC) از این اتفاقای کاملا تصادفی نمی افته..

 

الان یه کار بسیار خوبی که اطلاعات داره می کنه اینه که می ذاره جمعیت بیرون بیان تا شناسایی بشن و در فرصت مناسب در خونه تک تکشون می رن.. شاید این رفیق شما تو تضاهراتی شرکت کرده شناسایی شده.. ضمنا یه احتمال دیگه اینه که اونا اصلا بسیجی نبودن.. شایدم این رفیق شما خیلی بد موقع (به طور اتفاقی!!) وسط یه عملیات دستگیری منافقا داشته از کوچه رد می شده..!!!!!!!!!!!!

 

و خیلی احتمالای دیگه چرا اولین چیزی که به ذهنت می رسه رو قبول می کنی.. اگه حتی هیچ اشتباهی هم نشده باشد، تو این شرایط که منافقا مسلحانه دارن کار می کنن، باید بیشتر مراقب بود و الان زمان اظهار نظر و دنبال گوش شنوا بودن نیست.. الان باید همه دست به دست هم بدیم و این منافقای کثیفو از کشور بیرون کنیم.. الان اصلا حرف مهندس و دکتر نیست، الان بحث انقلابه که همه (از جمله موسوی) داعیه ولایت فقیه دارن..

 

تا زمانی که موسوی به طریقی مثل بیانیه هایی که هر شب داره می ده.. حساب اغتشاش گرا و طرفداراشو از هم جدا نکرده، همه اغتشاش گرا منجمله منافقا تو جبهه اونن...

 

برداشت شخصی: «البته رژیم صهیونیستی هم از اغتشاش گران (یعنی مهندس با ظرفیتمون) حمایت کردن..»

 

در مورد قوانین مسدود شده با حکم رهبری، چون اصرار کردی از چندین نفر اعم از ضد انقلاب، حکومتی، قشر پزشکان و ... سؤال کردم و حتی یک نفرم چنین چیزی را تأیید نکرد.. پس با عرض شرمندگی حکم حکومتی (البته از طرف رهبر) را بدون سند قطعی باور نمی کنم..

 

از این اتفاقا تو این مملکت زیاد می افته و معنیش تغییر حکومت نیست.. امیدوارم این حکومت تا زمانی که اینطور شفاف و بی ریا هست ادامه داشته باشه.. و به قول مقام معظم رهبری اونو به دست صاحب اصلیش برسونیم..",ham
./email/ok_training/hamtraining (52).txt,"﻿سلام.
ممنون اقاي مقدس اينجوري خيلي عالي شد.
سلام جان مگه بايد عضو بشيم؟! من كه رفتم عضو نشدم و روي مطلب كه ميخواستم كليك كردم متن مورد نظرمو دانلود كردم!!!",ham
./email/ok_training/hamtraining (128).txt,﻿راست می گی این مردم حق بهتر از اینها رو دارن همونطور که همه ی مردم دنیا حق دارن شرایط بهتری داشته باشن. اما یک سوال. تو برای این مردم چه کردی؟ ببخشید ولی حالم بد می شه از «شهروند» بودن و کلاه خود رو چسبیدن. ببخشید اما کینه ی بدی دارم از اونهایی که وقتی صحبت «حق» می شه فقط یاد «من» و حداکثر «ما»یی می افتند که نفع «من» توش پررنگ باشه. ببخشید اما اگر کسی از واقعیت حرف نزنه درمان بیماری های کون لخت امکان پذیر نیست.,ham
./email/ok_training/hamtraining (212).txt,"﻿میرزا خان:
من از نظرتون اینجوری برداشت کردم که چرا بعضیا فقط موقع کنکور انتخاب رشته و اعلام نتایج پیداشون میشه.
البته یادمه که میخواستیم یه حلقه مطالعاتی رو شروع کنیم
ولی انقدر دوستان کم لطفی کردن که کلا پشیمون شدیم.
ولی من به شخصه گاهی دلم تنگ میشه واسه بعضی بچه های اینجا. ولی مطمئنم هر جا که باشن موقع اعلام نتایج برمیگردن همینجا.",ham
./email/ok_training/hamtraining (121).txt,"﻿سلام
اولین و آخرین باری هست که واست پیام میذارم. چند روز گذشته چند بار خواستم بهت پیام بدم. اما باز گفتم
صبر کن . مهم نیست آدما در مورد من چی فکر میکنن. دیگه هیچی مهم نیست. نمیدونم واست فرقی داره یا
اما یه جایی تنها امید یه نفر واسه بیخودی نفس کشیدنش بودی. تنها دلیل . تنها دلیل
طالع من این بود. سرنوشت من مثل بیماری بود که دلش به ناز طبیبش خوش بود . حالا طبیبش خسته شده
هر شروع یه پایانی داره. برای همه احساسی که اینجا گذاشتی ازت ممنونم
روح من در کنار روح آدم‌ها راه نمی‌رفت
با چشم‌های آدم به خاک نظر نمی‌کرد
عطش بلند‌پروازی‌هاشان عطش من نبود
هدف زندگی‌شان هدف من نبود
شادی من، اندوه من، شور و شر من، قدرت من
از من بیگانه‌ای ساخت…
بدرود تنها مونسم",ham
./email/ok_training/hamtraining (186).txt,"﻿سلام
پرسيده بوديد از مصاحبه بگيم
البته من براي رشته اموزش زبان انگليسي هفته پيش دعوت شدم علوم تحقيقات.
دکتر بيرجندي ، دکتر مفتون ، دکتر يزداني ، و دو نفر ديگه بودن. دکتر يزداني مدارک و ريز نمرات ارشدمون رو گيگرفت و چک ميکرد. دک بيرجندي و دک مفتون هم از خودمون و سوابق تحصيلي و کاريمون ميپرسيدن.
قبل از ورود به مصاحبه هم يه فرمي پر کرديم که مشخصات فردي و سوابق ليسانس و فوق ليسانس رو ميخواست و در اخر هم خواسته بود در چند سطر هدفمون از تحصيل در دوره دکترا رو بنويسيم.
ضمنا مصاحبه با يک ساعت و نيم تاخير شروع شد!",ham
./email/ok_training/hamtraining (131).txt,"﻿بی‌صبرانه منتظر واکنش شما به صفحهٔ «آزادی‌های یواشکی …» بودم. من بارها در کامنتهای مختلفی نوشته‌ام: «اتوریتهٔ تئوکراسی حاکم بر ایران با برداشتن همزمان حجاب تنها چند هزار نفر خواهد شکست، و چه بسا پایه‌های آن نیز». حرکت خانم علینژاد همانطور که خود هم بارها و به صداقت نوشته، نه یک مبارزه بود و نه حتی یک حرکت اجتماعی، و نه چشم اندازی از استقبال اینچنین وسیع مشاهده می‌شد. اما نیاز جامعه، حرکتی بسیار درونگرا و بظاهر خصوصی را به چالشی بزرگ برای اتوریتهٔ حاکم تبدیل کرد. با اینهمه مشکلات وسیعی در این راه وجود دارد.
متاسفانه ریشه‌های همان دلایلی که در سال 57، قشر مترقی را در برابر فرمان حجاب اجباری به سکوت واداشت، هنوز هم برطرف نشده. من پیشتر، هنگامی که نسرین ستوده اعتصاب غذای خود در زندان را با پیروزی پایان داد، نوشته‌ای در همین وبلاگ منتشر کردم و در آن خاطر نشان کردم که:
« [اعتصاب غذای نسرین ستوده] نه برای یک هدف متعالی و ایثارگرانه سیاسی اجتماعی، آنطور که ما از اسطوره‌هامان توقع داریم، بلکه [برای] مطالبهٔ حق شخصی و خصوصی او و خانواده‌اش … است.»
(دسامبر 5, 2012 «نسرین ستوده : اسطورهٔ «زن-انسانِ» مدرن ایرانی» با ویرایش ویولتای نازنین)
متاسفانه روشنفکرانِ [همچنان اسطوره اندیشِ] ما، هنوز قادر به درک اهمیت آزادی‌های فردی و برابری زن و مرد نیستند. هنوز نمی‌دانند که «کوهستان با نخستین سنگ آغاز می‌شود و انسان با نخستین درد» (نقل به مضمون از شاملو).
در ابتدای انقلاب و در دوره‌ای که با هزار امید و آرزو «بهار آزادی» نامیده‌می‌شد (اسفند 57) اختناق، دیکتاتوری، تحمیل سلیقه (چه از سوی اقلیت و چه اکثریت)، انکار حقوق برابر زنان ودورنمای سرکوب تمامی آزادی‌های مدنی، سیاسی، اجتماعی و فرهنگی همه در اولین قدمِ (در آن زمان متزلزل) حاکمیت، یعنی اجبار بر حجاب؛ نهفته، متمرکز و ذخیره (کنسانتره) شده بود. اما همهٔ جناجهای مترقی با سهوی آشکار (که ریشه در عدم درک مدرنیته، دموکراسی، حقوق شهروندی-انسانی و برابری زن و مرد داشت) آن را ندیدند و یا نخواستند ببینند.
با تمام ارادتی که به بانو «گوهر عشقی» برای مقاومتش در خونخواهی فرزندش (ستار بهشتی) قائلم و بدون هرگونه ارزشداوری (که در چنین مواردی اصولا امکان پذیر نیست)، گمان می کنم بُرد صفحهٔ «آزادی‌های یواشکی …» و پیام اجتماعی آن، از تلاشهای جانکاهِ این بانوی نستوه بیشتر خواهد بود.

مشکل اصلی از ناحیهٔ به ظاهر روشنفکرانی است که هنوز (مثل 35 سال پیش) با بهانه‌های مختلف، صفحهٔ «آزادی‌های یواشکی …» را می‌کوبند. به چه دلیلی؟ دلایلی که اصلا قابل درک نیستند. در چند هفته گذشته در فیس بوک درگیر جدلی قلمی با بانویی فرهیخته و شاعر مسلک شدم. او و دوستدارانش به دلایل زیر برای کوبیدن این صفحه و خانم علینژاد متوسل شده‌اند:
– چرا عکسی از همسران شما (موافقین صفحهٔ آزادیهای یواشکی) روی فیس بوک نیست؟
– چرا مردان بیشتر از زنان برای این صفحه سینه چاک می کنند؟
– تجسم کنید مادر ستار بهشتی بخواهد عکس خود را در این صفحه منتشر کند. آنگاه تمام ابهت مبارزات او (که اسطورهٔ مقاومت است) نابود خواهد شد.
– مردان ما خود هنوز سنتی هستند و بسیاری از آنان عکسی (ولو با حجاب) از همسر خویش در صفحهٔ فیس بوک خود نمی‌گذارند. اما به زنان دیگر که می‌رسند طرفدار آزادی و رفع حجاب اجباری هستند.
– این صفحه [آزادی‌های یواشکی ...] مبارزه برای آزادی را با تقلیل آن به یک لحظه روسری از سر برداشتن یواشکی در کوهستان یا بیابانی متروک تقلیل می‌دهد.
– ….
متاسفانه (طبق معمول تمام مجادلات اینچنینی) کسی حاضر به گوش کردن یا توجه به استدلال طرف مقابل نبود. کوشیدم به همهٔ انتقادات و ادلهٔ آنها یک به یک پاسخ دهم. حتی نوشتم:
اصلا فرض کنیم همهٔ حرفهای شما درست باشد (که نبود) باز هم توجیحی برای کوبیدن این صفحه ندارید!
با این تفاصیل (که کاش ویولتا آن را ویرایش می‌کرد و از حجم نالازمش می‌کاست!)، صفحهٔ «آزادی‌های یواشکی …» ضمن اهمیتش به دلایلی که پیشتر برشمردم، یک اهمیت و بُرد دیگر نیز خواهد داشت: این صفحه همچون محکی بدون خطاست که درجهٔ انحراف مخالفین (به ظاهر مترقیش از آنچه مدعی آن هستند) را نمایش خواهد داد.
فکر می‌کنم میزان شوق من از نوشتهٔ «آزادی یواشکی‌اش هم درد دارد» از تعداد سطوری که به آن پرداخته‌ام، آشکار باشد و نیازی به کلمه‌ای افزودن بر آن نمی‌بینم.",ham
./email/ok_training/hamtraining (16).txt,"﻿با سلام خدمت تمام دوستان زبانشناس و دوستداران این علم.
هفته ی معلم را به همه ی استادان محترم تبریک میگم.
با نظر اقای سلیمی ودیگردوستان کاملا موافقم,استاد محترم وعالی قدری چون استاد باطنی همواره شایسته ی تقدیر بوده و هستند.
گرچه لیاقت شاگردی ایشان را نداشته ام ولی ارزوی این افتخار را همواره داشته ام.",ham
./email/ok_training/hamtraining (234).txt,"﻿خانم شمه
متاسفانه سال91 با این وبلاگ اشنا نبودم و کسی از این رشته رو نمیشناختم وگرنه به طور حتم زبانشناسی رو انتخاب نمیکردم. فکر کنم ساکن مشهد باشید؟ حتما با جناب اقای دکتر محمد رضا پهلوان نژاد و جناب دکتر مجتبی نامور مشورت کنید .اقای دکتر نامور رتبه 1 ازمون ارشد و دکتری زبانشناسی بودن و دانشگاه فردوسی درس خوندن ولی تا پارسال که از ایشون خبر داشتم موفق نشده بودن عضو هیئت علمی بشن.
اقای خروشی هم دبیر اموزش پرورش بودن و دل پری از زبانشناسی داشتن.

به هر حال هنوزم میگم زبانشناسی برای شاغلین بهترین انتخابه",ham
./email/ok_training/hamtraining (188).txt,﻿البته نمیخوام دل شما رو بلرزونم. شما خودتون باید تصمیم بگیرید و این فقط نظر من هست. با خودم فکر میکنم که اگه یکی دو سال پشت کنکور میموندم و حتی شبانه دولتی قبول میشدم خیلی وضعیت بهتری داشتم، حداقل مدرک بااعتبارتری داشتم و امکانات بهتری در اختیارم بود. اما از طرفی خیلی‌های دیگه در علوم تحقیقات راضی‌اند چون سن و سال‌شون کمی بالاتره و تا حدی مدرک براشون اهمیت داره. من هم درسته ناراضی‌ام اما باید بگم که حداقل یه مدرک دکتری به دست میاریم که در جامعه مدرک‌گرای ما میتونه کمی ارزش داشته باشه. هرچند این از نظر من بی‌اهمیته و البته اصلا خودم رو لایق این نمیدونم که دکتر خطاب بشم؛ چرا که دوره دکتری من اون‌قدر بد بود که فقط واحدها رو پاس میکردم. توقع زیادی هم نمیشه داشت، وقتی دانشگاهی که دانشجوی دکتری میپذیره هیئت علمی نداشته باشه، وقتی که مبلغ زیادی هزینه میکنیم و کلاسها یکی در میون تشکیل میشه و خیلی از مسائل دیگه، نتیجه بهتر از این نمیشه. میدونم که مهم دانشجوست و او باید تلاش کنه، اما تا وقتی که یک استاد خوب نباشه که ما رو راهنمایی کنه، آیا ما میتونیم راه خودمون رو پیدا کنیم؟ استادانی که به ما درس میدادند هرچند نام‌آورند اما اون قدر درگیر پاسخ دادن به دانشجویان دانشگاه خودشون هستند که کمتر وقتی برای ما میمونه که با استاد در حد کافی در ارتباط باشیم. هر چند که این استادان زحمت زیادی میکشند.,ham
./email/ok_training/hamtraining (279).txt,"﻿سلام مهدی جان:

شما درست میگید، من هم پارسال در مورد این چیزها صحبت کرده بودم و میخواستم دوباره این مسائل رو مطرح نکنم اما نمیدونم چرا دوباره این کار رو انجام دادم! دیگه دوره آموزشی‌مون تموم شده و خیلی کم سر و کارمون با اون دانشکده می‌افته و به خاطر همین خیلی از چیزها در ذهنم کم‌رنگ شده. استادهامون بیشتر در دانشگاه تربیت مدرس‌اند و برای راهنمایی پایان‌نامه باید بشتر به این دانشگاه مراجعه کنم.",ham
./email/ok_training/hamtraining (157).txt,"﻿> 2013/11/18 Faramarz Dehgan <faramarzdehgan@gmail.com>
>
>> 1- اون زمانی که به یک عکس قانع بودم زمانی بود که بهت اعتماد داشتم
>> 2- فقط و فقط طبق صحبتی که کردیم 250 جلد کتاب ازت تحویل می گیرم و بر
>> پخش 250 جلد دیگر هم نظارت مستقیم خواهم داشت. باید در سایت آمازون هم
>> کتاب برای فروش در دسترس
>> باشد . سایت گردون پیش کش
>> 3- بی تربیت تویی
>> 4- تو اگر داستان نویس باشی خیلی خوب میدانی صاحب این قلم که هرگز دچار
>> توهم نشده امثال تو را فقط به چشم پیش کسوت احترام می کند وگرنه ارزش
>> کارش به هیچ روی کمتر از دیگران نیست
>> 5- من طوری بزرگ شده ام که حتی وقتی یک شاهی در جیبم ندارم نه عجز و لابه
>> کنم و نه سر کسی کلاه بگذارم و نه اینکه اگر 4 کلمه نوشتم منتی بر سر کسی
>> داشته باشم
>> 6- با این دنائتی که در شما می بینم که حاضری برای چندرغاز خودت را به
>> گند بکشی هیچ بعید نیست در این 18 سال و سالهای قبل از آن، نفوذی جمهوری
>> آخوندی بوده باشی",ham
./email/ok_training/hamtraining (97).txt,﻿با سلام من در منطقه تهرانپارس زندگي ميکنم حدود دو ماه پيش با ديدن قبض تلفن که برروي آن تبليغ کرده با تماس با شماره 2020 خط اي دي اس ال از طريق مخابرات وصل ميشود را ديدم که با خط مذکور تماس برقرار نموده و تقاضاي خود را مطرح نمودم متاسفانه بعد از گذشت دو ماه هنوز خط برقرار نشده و ميگويند پورت نداريم به مخابرات شهيد عاطف زنگ زدم پس اين تبليغات چيست که سريعاً وصل ميکنيم ميگويند فرم قبوض از قبل چاپ شده و دست ما نيست جاي بسي تاسف است که در اين زمانه عصر تکنولوژي برقراري اينترنت اينقدر زمان بر باشد .,ham
./email/ok_training/hamtraining (171).txt,"﻿پروفسور جان هيك عزيز

با سلام و احترام، اين يادداشت را همراه با اظهار شرمندگي و به قصد اعتذار از تأخير در ارسال نقد نظريه‌ي پلوراليسم ديني، تقديم شما مي‌كنم؛ وعده كرده بودم طي ماه جاري آن‌را تنظيم و تقديم نمايم، اما به دليل تراكم كارهايم موفق نشدم؛ چنان‌كه ملاحظه فرموديد، در نشست تهران، مطالب را بنده از يادداشت‌هايم ـ كه هنوز صورت مقاله‌ي منسجمي را به خود نگرفته بود ـ قرائت مي‌كردم و طبعاً تنظيم آن به شكل مقاله‌ي كامل، نيازمند صرف وقت مستقل بود، اما به جهت آن‌كه اين كار يك برنامه‌ي فوق‌العاده بود و قبلاً در برنامه‌هاي عادي منظور نشده بود، بايد وقت جداگانه‌اي بدان اختصاص مي‌دادم و اين براي من دشوار بود؛ در هر حال براي اين‌كه خلف وعده‌ي ناخواسته‌اي رخ داد عذرخواهي مي‌كنم، در اولين فرصت مقاله را نهايي كرده، خدمت شما خواهم فرستاد.

با آرزوي سلامت براي شما

علي‌اكبر رشاد",ham
./email/ok_training/hamtraining (185).txt,"﻿سلام
ادریس:

زمان ما که فقط هزینه شهریه ثابت یعنی دو و نیم تومن گرفتند. بقیه پول رو میتونستیم تا قبل از ثبت نام ترم بعد پرداخت کنیم. حالا که نمیدونم اوضاع از چه قراره اما بعید میدونم این روند تغییر کرده باشه.",ham
./email/ok_training/hamtraining (225).txt,﻿بهزاد: دانشگاه شهید بهشتی مدارک لازم برای ثبت نام رو زده بود و درباره اونایی که هنوز گواهی فارغ التحصیلیشون رو نگرفتن نوشته دانشجویان باید تا 31 شهریور فارغ التحصیل بشن و تا بهمن ماه مهلت دارن گواهیشون رو ارائه بدن. فکر کنم همه دانشگاه ها شرایطشون همینجوری باشه.,ham
./email/ok_training/hamtraining (251).txt,"﻿On 11/9/13, Faramarz Dehgan <faramarzdehgan@gmail.com> wrote:
>> >>> >> >>>> > اولین جایی که تماس گرفته شده بود کتابفروشی فروغ در کلن بود
>> >>> >> >>>> > که
>> >>> هیچ
>> >>> >> >>>> > اطلاعی از این کتاب نداشتن . دوم در سایت کتاب فردوسی هیچ
>> >>> >> >>>> > اثری
>> >>> >> >>>> > از
>> >>> >> >>>> > این
>> >>> >> >>>> > کتاب نیست . 3 همین الان ساعت 6 بعد از ظهر روز شنبه 18 مهر
>> >>> >> >>>> > با
>> >>> آقای
>> >>> >> >>>> > حسین
>> >>> >> >>>> > زادگان مدیر نشر ققنوس تماس گرفتم گفتند آقای معروفی یک کتاب
>> >>> خودشان
>> >>> >> >>>> > را
>> >>> >> >>>> > به من هدیه کردند یک بسته هم فرستاده اند که وسایل خیاطی در
>> >>> >> >>>> > آن
>> .
>> >>> است
>> >>> >> >>>> > .
>> >>> >> >>>> > پس لطف کنید کتابهای موهوم را معدوم و پول مرا برگردانید .
>> >>> >> >>>> > برای
>> >>> این
>> >>> >> کار
>> >>> >> >>>> > هم زیاد صبر نمی کنم
>> >>> >> >>>> > در غیر این صورت همانطور که در ایمیل قبلی ام متذکر شدم رفتار
>> >>> خواهم
>> >>> >> کرد",ham
./email/ok_training/hamtraining (56).txt,﻿سلام.حضراتی که فرمدند سوال زبان خیلی مشکل بود باید دعا کنند که در آزمون پذیرفته نشوند چونکه اگر پذیرفته شوند دیگر باید فاتحه زبانشناسی مملکت را خواند آخه سوال به این راحتی را چطور می گویند سخت بود!,ham
./email/ok_training/hamtraining (118).txt,"﻿با معیین موافقم. مفروضات مسئله اشتباهه. مثل این می مونه که بگی آمریکا با بمب اتم به هیروشیما حمله کرد. بمب روی شهر منفجر شد ولی هیچکس کشته نشد، هیچ خانه ای خراب نشد، هیچ کس در معرض تشعشع قرار نگرفت و … وقتی هیچ کدوم از این عوارض پیش نیومده یعنی بمبی منفجر نشده. رابطه داشتن با یک نفر هم مثل همینه. حداقلش اینه که یه خاطره تو ذهن آدم ایجاد میشه، پس نمیشه گفت بدون اثره.

اگر نظر من رو بخوای:به نظر من اکثر انسان ها بعد از مدتی از با هم بودن خسته میشن، حالا خانواده ای که دور هم سال های سال کنار هم زندگی می کنن جذابیت کمی برای هم دارند ورغبت کمی برای انجام دادن همچین عملی.
شاید هم من اشتباه می کنم.

نظر خودت در این مورد چیه؟ داشتن رابطه جنسی یا پدر یا برادر خودت برای شما چه حسی داره؟",ham
./email/ok_training/hamtraining (242).txt,"﻿>>>>>>>> 2013/3/4 Faramarz Dehgan <faramarzdehgan@gmail.com>:
>>>>>>>>> سلام و احترام
>>>>>>>>> فکر کنم من تقریبا باید حول و حوش 7 ملیون تومان بذارم . در مورد
>>>>>>>>> انتقالش
>>>>>>>>> مثلا من می تونم مبلغو توی ایران برسونم به دست هر کسی که شما
>>>>>>>>> بفرمایین
>>>>>>>>> یا در غیر این صورت ببینم میشه از طریق فامیلام در اروپا کاری کرد یا
>>>>>>>>> نه
>>>>>>>>> . می پرسم بهتون اطلاع میدم . شما هم اگر بخواهید که من معادل 1400
>>>>>>>>> یورو
>>>>>>>>> را تو ایران به دست کسی برسونم بهم اطلاع بدید . خیلی ازتون ممنونم .
>>>>>>>>> همین که معروفی بهم دلگرمی میده برام کافیه باور کنید",ham
./email/ok_training/hamtraining (124).txt,"﻿خانم دکتر…آدمها بصورت ناگهانی اینی نشدن که الان هستن ، به قول شاملو: جخ امروز از مادر نزاده ام…همه اونچیزی که ما امروز هستیم برآیند ان چیزهایی است که در گذشته بر ما رفته ؛ برآیندی زندگی است که کردیم ؛ جامعه ای که توش بودیم ؛ خانواده ای که داشتیم ؛ مدرسه ای که رفتیم و…به خاطر همین هم اونچیزی که بهش میگی بی سر دویدن ؛ وجود داره.
میدونی همیشه از یک طرفش میزنه بیرون ؛ آدمهایی هم هستن دقیقا بر عکس اونچیزی که تو گفتی ؛ یعنی برای فرار از اون گذشته تبدیل شدن به چیزی که ناجوره..مثلا من آدمی رو میشناسم که دو سال قبل تعریفش از یک سفر درون شهری خوب این بود که باید پولهام رو جمع کنم یک ماشینی بخرم که صبح که از دم در خونه استارتش رو میزنم تا محل کارم(حدود 45 دقیقه) خاموش نشه و توی راه نمونه…امروز میگه فلان ماشین رو دوست ندارم چون سقفش پاناروما نیست و پولهاش رو میده فلان ساعت رو میخره…یعنی وضعیت کاریکاتور گونه امروزش (البته برای من که از بنیانش خبر دارم و نه برای اونهایی که امروز میبیننش) ناشی از زندگی دیروزش بوده ؛ خب نمیخواد تو گذشته زندگی کنه؛ بند نافش رو بریده برای همین شده کاریکاتور…
با فراموش کردن خود خواسته نوستالژی ؛ با فراموش کردن عشق؛ با فراموش کردن اولین بوسه ؛ با فراموش کردن روزهایی که واقعا نمیتونست فقط بخاطر چند سنت قیمت بیشتر بنزین سوار ماشینش بشه و با فراموش کردن آنچه که هستی که در واقع همونی است که بر تو گذشته ، به نظر من نه تنها سری روی بدنت نگذاشتی بلکه چند قدم اونطرف تری ؛ یعنی سر یکی دیگه رو روی بدنت گذاشتی.

اما میدونی چرا برای تو پنج سال طول کشیده؟ برای اینکه باید این موقعیتی که به یکباره درش قرار گرفتی در بازه زمانی بگنجه؛ اول باید بشه گذشته ات ؛ بعد بشه قسمتی از وجودت و گرنه میشی کاریکاتور…میشه صورتک ؛ ماسک. یعنی میخوام بهت بگم الانم توی گذشته ات هستی ولی گذشته ای که با گذشته ترها با قبل ترها با کودکیت و نوجوانیت فرق داشته.اما به هر حال گذشته توست.

اما یک مساله خیلی مهم دیگه رو باید یاد آور بشم …خودت خوبی؟",ham
./email/ok_training/hamtraining (129).txt,"﻿کاش بهتر توضیح دهید منظورتون از «شما برای این مردم چه کردی» چیست؟ کسانی که ساکن ایران هستند – چه راضی ها و چه ناراضی ها – دقیقا دارند چه کاری برای مردم انجام می دهند؟!
فکر نمی کنید هر شهروندی به سادگی دارد زندگیش را می کند؟!
اگر منظورتان از کاری برای مردم کردن، اشتغال در مناطق محروم، رعایت حقوق دیگران در حین رانندگی، رعایت حرمت و نوبت دیگران در صف بانک، اداره پست … و مشابه آنست انوقت می شود خیلی مشخص تر در موردش صحبت کرد. بواقع می شود اول یک سوزن کوچک به خود زد و بعد زحمت زدن یک جوالدوز بزرگ به دیگری را به خود داد.",ham
./email/ok_training/hamtraining (230).txt,"﻿سلام مینا جان
قصدم از حرفایی که زدم این نبود که دودل یا خدایی نکرده ناامید بشی چون چند نفری از دوستان گفتن از اینده شغلی هم بگین من مشکلاتی رو که برای خودم پیش اومده بود گفتم .شما صحبتهای من و بقیه رو ملاک تصمیم گیریت قرار نده شاید ما خیلی قوی نبودیم,شاید باید در دوره دانشجویی بیشتر تلاش میکردیم و چندتا مقاله و کتاب چاپ میکردیم. این تجربیات من ,نصیر و سامان و بقیه بچه ها بود .ولی الان که با بعضی از دوستانه دوران ارشدم در تماسم هنوز نتونستن کار ثابتی پیدا کنن وهر ترم از یه اموزشگاه به اموزشگاه دیگه میرن با اینکه یکی از دوستان صمیمی من با معدل 18.70 و پایان نامه 20!!! از الزهرا مدرک گرفت ولی داره توی خونه به صورت نیمه وقت ترجمه میکنه ,حتی یکیشون وقتی فهمید توی ازماشگاه مشغول به کار شدم اونم شروع به درس خوندن کرده و میخواد دندانپزشکی یا داروسازی سال اینده شرکت کنه",ham
